,Player,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,MP,Starts,Min,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKsv,PKm,Save%.1,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Touches,Def,Def.1,Mid,Live,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Tkl,Tkl.1,Tkl%,Blocks,Sh,Pass,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Dead,TB,Sw,TI,In,Out,Str,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,PPA,CrsPA,PrgP,Gls,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,xG,npxG,npxG/Sh,G-xG,np:G-xG,G+A,G-PK,npxG+xAG,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
95,Emiliano Martínez,GK,29,34.9,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Ollie Watkins,FW,26,34.7,,,,,,,,,,,3.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,13.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,3.0,,13.0,,,,,,,,,,,,,,,,19.0,10.0,37.0,21.0,4.0,17.0,29.0,39.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Tyrone Mings,DF,29,35.0,,,,,,,,,,,0.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,7.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,10.0,,5.0,,,,,,,,,,,,,,,,15.0,9.0,45.0,40.0,21.0,19.0,69.0,163.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Douglas Luiz,MF,24,32.5,,,,,,,,,,,10.0,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,42.0,,,,,33.0,,,,,,,,,,,,,,,,,,,,,31.0,,32.0,,,,,,,,,,,,,,,,73.0,30.0,47.6,36.0,7.0,29.0,113.0,27.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Jacob Ramsey,"MF,FW",21,29.3,,,,,,,,,,,11.0,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,39.0,,,,,37.0,,,,,,,,,,,,,,,,,,,,,23.0,,35.0,,,,,,,,,,,,,,,,69.0,32.0,46.4,48.0,8.0,40.0,92.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,John McGinn,"MF,FW",27,29.9,,,,,,,,,,,10.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,36.0,,,,,37.0,,,,,,,,,,,,,,,,,,,,,27.0,,29.0,,,,,,,,,,,,,,,,66.0,34.0,47.9,43.0,4.0,39.0,90.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Emi Buendía,"MF,FW",25,26.8,,,,,,,,,,,12.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,23.0,,,,,53.0,,,,,,,,,,,,,,,,,,,,,20.0,,20.0,,,,,,,,,,,,,,,,52.0,21.0,28.4,20.0,2.0,18.0,72.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Leon Bailey,"FW,MF",24,21.9,,,,,,,,,,,1.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,6.0,,7.0,,,,,,,,,,,,,,,,14.0,5.0,25.0,13.0,0.0,13.0,20.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Ashley Young,DF,37,22.6,,,,,,,,,,,1.0,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,27.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,34.0,,15.0,,,,,,,,,,,,,,,,50.0,37.0,75.5,25.0,11.0,14.0,71.0,65.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Boubacar Kamara,MF,22,19.7,,,,,,,,,,,10.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,25.0,,,,,29.0,,,,,,,,,,,,,,,,,,,,,25.0,,23.0,,,,,,,,,,,,,,,,58.0,27.0,48.2,38.0,12.0,26.0,77.0,24.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Matty Cash,DF,24,20.2,,,,,,,,,,,4.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,32.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,36.0,,15.0,,,,,,,,,,,,,,,,55.0,26.0,70.3,20.0,5.0,15.0,81.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Lucas Digne,DF,29,16.7,,,,,,,,,,,1.0,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,12.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,20.0,,9.0,,,,,,,,,,,,,,,,30.0,20.0,60.6,18.0,5.0,13.0,48.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Álex Moreno,DF,29,14.8,,,,,,,,,,,3.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,14.0,,,,,23.0,,,,,,,,,,,,,,,,,,,,,15.0,,5.0,,,,,,,,,,,,,,,,23.0,13.0,36.1,18.0,3.0,15.0,30.0,37.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Danny Ings,FW,30,9.2,,,,,,,,,,,3.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,,,,,,,,,,,,,,,10.0,1.0,16.7,12.0,1.0,11.0,11.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Philippe Coutinho,"MF,FW",30,8.8,,,,,,,,,,,3.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,14.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,8.0,,8.0,,,,,,,,,,,,,,,,19.0,9.0,60.0,11.0,1.0,10.0,23.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Leander Dendoncker,MF,27,7.7,,,,,,,,,,,2.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,11.0,,6.0,,,,,,,,,,,,,,,,19.0,11.0,52.4,19.0,4.0,15.0,29.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Calum Chambers,"DF,MF",27,3.9,,,,,,,,,,,0.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,7.0,,2.0,,,,,,,,,,,,,,,,9.0,6.0,75.0,5.0,4.0,1.0,16.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Robin Olsen,GK,32,3.1,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Diego Carlos,DF,29,2.3,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Bertrand Traoré,"FW,MF",26,2.6,,,,,,,,,,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,1.0,1.0,25.0,5.0,0.0,5.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Jan Bednarek,DF,26,1.1,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,,3.0,1.0,100.0,3.0,1.0,2.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Ludwig Augustinsson,DF,28,0.9,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Jhon Durán,"FW,MF",18,1.5,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,2.0,1.0,25.0,0.0,0.0,0.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Cameron Archer,"FW,MF",21,0.5,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Morgan Sanson,MF,27,0.1,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,1.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Ezri Konsa,DF,24.0,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,15.0,0.41,13.0,0.0,0.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Emiliano Martínez,GK,29.0,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,5.0,0.14,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Ollie Watkins,FW,26.0,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,11.0,,,,,79.0,2.27,51.0,0.0,6.0,14.0,0.4,6.0,0.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Tyrone Mings,DF,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,23.0,0.66,17.0,0.0,0.0,4.0,0.11,2.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Douglas Luiz,MF,24.0,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,96.0,2.95,61.0,26.0,4.0,12.0,0.37,9.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Jacob Ramsey,"MF,FW",21.0,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,81.0,2.76,69.0,0.0,4.0,11.0,0.38,8.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,John McGinn,"MF,FW",27.0,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,80.0,2.67,56.0,10.0,5.0,10.0,0.33,7.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Emi Buendía,"MF,FW",25.0,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,90.0,3.36,72.0,2.0,8.0,10.0,0.37,7.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Leon Bailey,"FW,MF",24.0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,62.0,2.84,40.0,2.0,10.0,8.0,0.37,5.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Ashley Young,DF,37.0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,40.0,1.77,34.0,3.0,2.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Boubacar Kamara,MF,22.0,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,23.0,1.17,19.0,0.0,1.0,4.0,0.2,2.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Matty Cash,DF,24.0,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,28.0,1.38,25.0,0.0,1.0,3.0,0.15,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Lucas Digne,DF,29.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,29.0,1.74,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Álex Moreno,DF,29.0,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,34.0,2.3,31.0,0.0,2.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Danny Ings,FW,30.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,16.0,1.75,12.0,0.0,2.0,1.0,0.11,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Philippe Coutinho,"MF,FW",30.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,24.0,2.74,19.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Leander Dendoncker,MF,27.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,8.0,1.03,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Calum Chambers,"DF,MF",27.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,6.0,1.53,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Robin Olsen,GK,32.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Diego Carlos,DF,29.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,1.32,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Bertrand Traoré,"FW,MF",26.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,4.0,1.55,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Jan Bednarek,DF,26.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Ludwig Augustinsson,DF,28.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Jhon Durán,"FW,MF",18.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,5.0,3.31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Cameron Archer,"FW,MF",21.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Morgan Sanson,MF,27.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Ezri Konsa,DF,24,36.9,,,60.0,0.0,,,,,,1681.0,1898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806.0,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,88.0,1.0,6.0,18.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Emiliano Martínez,GK,29,34.9,,,128.0,0.0,,,,,,1026.0,1388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,340.0,1.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Ollie Watkins,FW,26,34.7,,,0.0,0.0,,,,,,391.0,566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.0,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,9.0,0.0,2.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Tyrone Mings,DF,29,35.0,,,64.0,0.0,,,,,,1617.0,1899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,85.0,1.0,15.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Douglas Luiz,MF,24,32.5,,,120.0,89.0,,,,,,1494.0,1812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.0,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,216.0,6.0,10.0,6.0,53.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
